id`manor_level`use_icon`frame`image`name`zhuansheng`des`desc`power`troop_1_arm_type`troop_1_arm_level`troop_1_solider_count`troop_1_wujiang_1`troop_1_wujiang_2`troop_1_wujiang_3`troop_2_arm_type`troop_2_arm_level`troop_2_solider_count`troop_2_wujiang_1`troop_2_wujiang_2`troop_2_wujiang_3`troop_3_arm_type`troop_3_arm_level`troop_3_solider_count`troop_3_wujiang_1`troop_3_wujiang_2`troop_3_wujiang_3`troop_4_arm_type`troop_4_arm_level`troop_4_solider_count`troop_4_wujiang_1`troop_4_wujiang_2`troop_4_wujiang_3`troop_5_arm_type`troop_5_arm_level`troop_5_solider_count`troop_5_wujiang_1`troop_5_wujiang_2`troop_5_wujiang_3`troop_6_arm_type`troop_6_arm_level`troop_6_solider_count`troop_6_wujiang_1`troop_6_wujiang_2`troop_6_wujiang_3
15001````4002`阿会喃````2322`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`3`3`200`4002|5|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0
15002````4001`简雍````2326`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`5`3`200`4001|5|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0
15003````3017`张宝````2362`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`4`3`200`3017|5|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0
15004````1056`张角````2429`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`5`3`200`1056|5|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0
15005````1047`公孙瓒````2435`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`4`3`200`1047|5|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0
15006````4002`阿会喃````4684`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`3`3`200`4002|5|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`4`3`200`3006|5|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0
15007````3017`张宝````4711`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`4`3`200`3017|5|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`4`3`200`3021|5|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0
15008````1047`公孙瓒````4766`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`4`3`200`1047|5|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`1`3`200`4008|5|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0
15009````3003`刘封````4684`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`3`3`200`3003|5|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`5`3`200`4007|5|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0
15010````2030`华雄````4760`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`4`3`200`2030|5|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`4`3`200`2024|5|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0`0`0`0`0000|0|0|0|0|0`0000|0|0|0|0|0`0000|0|0|0|0|0
